report_id,display_title,publish_status,source_batch,proposed_analyst_id,proposed_analyst_name,proposed_role,confidence_level,evidence_source,evidence_value,action_recommendation,notes
1b5cb7f3-9c43-40b7-bd76-e4a95b07dc8f,Daily Market Report (01 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
a6fab955-e65a-4ec6-9ccf-1166d9d64b01,Daily Market Report (01 - 09 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
7786ab94-4b26-4075-838a-eeaaee304a44,Daily Market Report (01 - 10 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
a9846f3a-348a-43e8-ba0e-e7d0e0b4c148,Daily Market Report (01 - 13 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
56b8bb48-8a3b-416c-b633-b4e9917bf6f5,Daily Market Report (01 - 14 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
2110a264-ca3c-4c87-9687-8e4bc44a80af,Daily Market Report (01 - 15 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
3614ff18-57e3-45b9-960d-8e7446681fca,Daily Market Report (01 - 16 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
96b21020-5c17-41bd-9005-4721a298c72e,Daily Market Report (01 - 17 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
351755c6-6884-485a-9399-ac784a3cb76f,Daily Market Report (01 - 20 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
d228a99c-9ebf-4c12-bbd2-7df288f3ffb7,Daily Market Report (01 - 21 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
091878be-b647-43a3-94de-9f50e2ff8053,Daily Market Report (01 - 22 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
51b9d693-ced1-4aa0-8a58-f19643eaa0c2,Daily Market Report (01 - 23 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
7987a086-571d-42aa-901c-14eb86512fd6,Daily Market Report (01 - 24 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
a566890f-d5b2-40f1-949f-e3218be3a888,Daily Market Report (01 - 27 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
792d154d-1865-4dd7-9ace-6db665ee8a07,Daily Market Report (01 - 28 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
abeda792-5821-4eb8-8ff4-58eb8240f4d0,Daily Market Report (01 - 29 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
4a9a8e7f-46ff-4fad-bb92-ed527c86d1a4,Daily Market Report (01 - 30 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
7699d930-d21b-4eeb-93e9-899be1102ff2,Daily Market Report (01 - 31 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
bd12825a-1d8d-4719-8057-6e00fe40a3c0,Daily Market Report (1 - 02 - 2025).,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
aed6a136-2a86-4ac0-87cb-97982f8fda43,Daily Market Report (1 - 03 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
e9a82545-2991-4e38-b698-21e1c17415a7,Daily Market Report (02 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
ff0a8612-0938-4e3d-9f71-1479a7903b8a,Daily Market Report (03 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
441aca08-73fd-4124-99f1-c80ddae3179e,Daily Market Report (04 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
f9f8d915-555a-48fc-bd9a-d13f803f75c4,Daily Market Report (07 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
f203984e-d303-4ad9-aabf-3a3a565c3af6,Daily Market Report (08 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
7f5f4557-419b-4903-a672-d5eb219d52cb,Daily Market Report (09 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
2b4d96d5-3074-4675-b0f9-45accd54fc58,Daily Market Report (10 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
b013e4a5-4f8d-47e9-b82f-d1611dcbd528,Daily Market Report (11 - 07 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
036ed6bc-a1a4-4d89-b208-052976894775,Daily Market Report (14 - 06 - 2025),review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
fd90984e-4ebb-4fdd-b228-644887f59feb,Equities Market Update 2025,review,legacy,,,,none,,,skip,
8a8fd497-bcec-460a-968f-644e08bd36ed,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
4edd3fa4-5026-45c7-a5de-f455d72f65a5,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
6769761e-3bac-4775-8f8d-b10b034d494a,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
c2360bf8-0343-49e7-9eab-f5e499503f67,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
fe6a89a5-735c-479e-91d9-5b0b774f61f0,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
fae5daa9-850b-4706-9339-cc23b96ee7c4,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
d9ec6fb8-1367-4942-946c-b16e1a1bdae6,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
ceb1b742-8ef0-487c-8bf8-e0cf10139c50,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
22cdf67a-afc0-4d84-b375-112afd6ab2f3,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
1a93d694-8f3a-4a33-9623-fd0f4f6afed9,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
05825341-adcd-41e3-a7d7-8362ea18ca4a,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
09914c1b-82b9-42d8-9c48-7eb63780612d,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
d6db5e44-b238-4a82-ac04-302245368019,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
6899af33-05b1-48d8-ad5f-f2c9d6626749,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
2547a098-4c40-4003-8b7b-13ef440a55c6,Daily Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
9d522ec2-8856-4afa-b8a8-e8dda9416016,West Africa Weekly Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
e7e45424-a569-4653-b014-fb2c594fbc61,West Africa Weekly Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
1f35b446-9d4e-4e9c-9e49-17ebb999b49c,West Africa Weekly Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
613ad600-36f8-41bd-92e7-b0d95536a2c9,West Africa Weekly Market Report,review,batch2a,b5912ff3-e1c8-44ed-9b0a-02b6d8aa44a7,Chapel Hill Denham Research,analyst,high,email_sender_and_report_type,Chapel Hill Denham Research <research@chapelhilldenham.com>,insert,
d9f5ff51-3d3d-44e7-93ad-6eb50b05888c,Daily Market Summary,review,legacy,,,,none,,,skip,
c8f0baca-5ea1-4ac5-96ea-e3f3a95645d4,Daily Market Summary,review,legacy,,,,none,,,skip,
55e80c3b-76e8-455a-8603-87985d2ccb2e,Ghanaian Daily Market Summary,review,legacy,,,,none,,,skip,
04202710-92e7-43c5-a0ad-4f058ed04271,Ghanaian Daily Market Summary,review,legacy,,,,none,,,skip,
7c454687-7def-45df-832d-a32c71704249,Nigeria Corporate Action Tracker,review,legacy,,,,none,,,skip,
9280aeae-743a-4558-a019-e15339b72fad,Nigeria Corporate Action Tracker,review,legacy,,,,none,,,skip,
e4ec01b4-af7f-4b07-aba5-b6e103f1fff9,Nigeria Corporate Action Tracker,review,legacy,,,,none,,,skip,
