canonical_record_key,migration_batch,source_system,source_priority,legacy_id,file_name,normalized_file_name,source_file_path,proposed_storage_bucket,proposed_storage_path,title,report_date,category,analyst_names,tags,summary_source,draft_summary,draft_excerpt,original_url_or_route,file_exists,sha256,duplicate_group,confidence_score,source_confidence_reason,visibility_recommendation,publish_status_recommendation,legacy_public_status,matched_sources,requires_manual_review_reason,review_status,migration_action,migration_notes
codex_daily-market-report-08-04-2025_2025-03-28,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-04-2025).pdf,daily-market-report-08-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (08-04-2025).pdf,research_vault,reports/staged/daily-market-report-08-04-2025.pdf,Daily Market Report (08 - 04 - 2025),2025-03-28,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 04 - 2025).",,True,68ccc3771c1c63e8984b520ef5a25306b4a2498c6d209a0fdb849eb79cb8d5d7,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-09-04-2025_2025-04-09,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (09-04-2025)..pdf,daily-market-report-09-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (09-04-2025)..pdf,research_vault,reports/staged/daily-market-report-09-04-2025.pdf,Daily Market Report (09 - 04 - 2025).,2025-04-09,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (09 - 04 - 2025)..,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (09 - 04 - 2025)..",,True,d3826c0dbad620e1afd142d09ceb9f20d32370d1cd976ceadbacbef50dad5499,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-10-04-2025_2025-04-10,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (10-04-2025).pdf,daily-market-report-10-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (10-04-2025).pdf,research_vault,reports/staged/daily-market-report-10-04-2025.pdf,Daily Market Report (10 - 04 - 2025),2025-04-10,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (10 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (10 - 04 - 2025).",,True,ae5570496bd9ec583ceb499a69109be1b28558dfea9a23f03ee0b6ad42144f69,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-11-04-2025_2025-04-11,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (11-04-2025).pdf,daily-market-report-11-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (11-04-2025).pdf,research_vault,reports/staged/daily-market-report-11-04-2025.pdf,Daily Market Report (11 - 04 - 2025),2025-04-11,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (11 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (11 - 04 - 2025).",,True,279d11604d770e554ffbe1d84eb41874a8523daed540bccf85a0492f47088d2c,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-14-04-2025_2025-04-14,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (14-04-2025).pdf,daily-market-report-14-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (14-04-2025).pdf,research_vault,reports/staged/daily-market-report-14-04-2025.pdf,Daily Market Report (14 - 04 - 2025),2025-04-14,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (14 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (14 - 04 - 2025).",,True,b1670ac748460eec16874a58ccabdc4107687abbb4c4b3f2e5e0c93c3cf9f4a4,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-15-04-2025_2025-04-15,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (15-04-2025).pdf,daily-market-report-15-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (15-04-2025).pdf,research_vault,reports/staged/daily-market-report-15-04-2025.pdf,Daily Market Report (15 - 04 - 2025),2025-04-15,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (15 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (15 - 04 - 2025).",,True,fc4468058609b812dac918963f147c44911897ccbd79c8436166bad973c59686,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-16-04-2025_2025-04-16,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (16-04-2025).pdf,daily-market-report-16-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (16-04-2025).pdf,research_vault,reports/staged/daily-market-report-16-04-2025.pdf,Daily Market Report (16 - 04 - 2025),2025-04-16,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (16 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (16 - 04 - 2025).",,True,0e5bb53155228e0f20485db7fad3334a8bbdff4a26b04d5972150f466404ca7f,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-17-04-2025_2025-04-17,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (17-04-2025).pdf,daily-market-report-17-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (17-04-2025).pdf,research_vault,reports/staged/daily-market-report-17-04-2025.pdf,Daily Market Report (17 - 04 - 2025),2025-04-17,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (17 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (17 - 04 - 2025).",,True,531dea2ed0826aa6e163bb7956006aa310f00efdf86f14b01ff76807fadc5efc,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-22-04-2025_2025-04-22,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (22-04-2025)..pdf,daily-market-report-22-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (22-04-2025)..pdf,research_vault,reports/staged/daily-market-report-22-04-2025.pdf,Daily Market Report (22 - 04 - 2025).,2025-04-22,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (22 - 04 - 2025)..,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (22 - 04 - 2025)..",,True,a747cc3f5c6875f2eb731a53d4c61520435f41b8bc28f5746b97b7fb878b569c,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-24-04-2025_2025-04-24,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (24-04-2025).pdf,daily-market-report-24-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (24-04-2025).pdf,research_vault,reports/staged/daily-market-report-24-04-2025.pdf,Daily Market Report (24 - 04 - 2025),2025-04-24,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (24 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (24 - 04 - 2025).",,True,2a0eb210aae95ba21de7ac73df513ae6aca091c8ebf0d5a00fb80041eb96059c,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-25-04-2025_2025-04-25,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (25-04-2025).pdf,daily-market-report-25-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (25-04-2025).pdf,research_vault,reports/staged/daily-market-report-25-04-2025.pdf,Daily Market Report (25 - 04 - 2025),2025-04-25,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (25 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (25 - 04 - 2025).",,True,5093ae5cae76d01a640689e5f8ba79faf236b091421d293530e9553ef358ab57,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-28-04-2025_2025-04-28,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (28-04-2025).pdf,daily-market-report-28-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (28-04-2025).pdf,research_vault,reports/staged/daily-market-report-28-04-2025.pdf,Daily Market Report (28 - 04 - 2025),2025-04-28,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (28 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (28 - 04 - 2025).",,True,a95fbcd9d2f2f20315c45ef812643538275e3e97345ae5316649f82bb51b0edd,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-29-04-2025_2025-04-29,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (29-04-2025).pdf,daily-market-report-29-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (29-04-2025).pdf,research_vault,reports/staged/daily-market-report-29-04-2025.pdf,Daily Market Report (29 - 04 - 2025),2025-04-29,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (29 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (29 - 04 - 2025).",,True,59d6a388df413226e9bb3ed40a9b8a16310dcd735076aaa6ecaa839747bc4af8,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-30-04-2025_2025-04-30,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (30-04-2025).pdf,daily-market-report-30-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report (30-04-2025).pdf,research_vault,reports/staged/daily-market-report-30-04-2025.pdf,Daily Market Report (30 - 04 - 2025),2025-04-30,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (30 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (30 - 04 - 2025).",,True,ed44ac9b43ea6fef576baae2a47dc50a34c10c508322f61ea72bdc048df645b3,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-23-04-2025_2025-04-23,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report. (23-04-2025).pdf,daily-market-report-23-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\April\Daily Market Report. (23-04-2025).pdf,research_vault,reports/staged/daily-market-report-23-04-2025.pdf,Daily Market Report. (23 - 04 - 2025),2025-04-23,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report. (23 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report. (23 - 04 - 2025).",,True,02f6349a6c9783961b12ed275f7b97aa74b5a80ed87015ed2c701e699922d1b2,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-01-08-2025_2025-08-01,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (01-08-2025).pdf,daily-market-report-01-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (01-08-2025).pdf,research_vault,reports/staged/daily-market-report-01-08-2025.pdf,Daily Market Report (01 - 08 - 2025),2025-08-01,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (01 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (01 - 08 - 2025).",,True,b56144556e7ee3f1476bba77f9b00287a1c7a68551c1c49dd2010fa50ec3622f,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-04-08-2025_2025-08-04,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (04-08-2025).pdf,daily-market-report-04-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (04-08-2025).pdf,research_vault,reports/staged/daily-market-report-04-08-2025.pdf,Daily Market Report (04 - 08 - 2025),2025-08-04,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (04 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (04 - 08 - 2025).",,True,c7a6e20976f7d2d45eab3fc4b761165dc787466a6d0d5ad8d9ed104e1f8f05b1,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-05-08-2025_2025-08-05,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (05-08-2025).pdf,daily-market-report-05-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (05-08-2025).pdf,research_vault,reports/staged/daily-market-report-05-08-2025.pdf,Daily Market Report (05 - 08 - 2025),2025-08-05,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (05 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (05 - 08 - 2025).",,True,6554ad89fb0474de14afa4ec26ba185d48d0435a4440ddd322a252ea5904410d,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-06-08-2025_2025-08-06,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (06-08-2025).pdf,daily-market-report-06-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (06-08-2025).pdf,research_vault,reports/staged/daily-market-report-06-08-2025.pdf,Daily Market Report (06 - 08 - 2025),2025-08-06,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (06 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (06 - 08 - 2025).",,True,7250af0e9413627554139e647e4755c4ce216979cfd66331accf2d34fd3b2884,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-07-08-2025_2025-08-07,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (07-08-2025) .pdf,daily-market-report-07-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (07-08-2025) .pdf,research_vault,reports/staged/daily-market-report-07-08-2025.pdf,Daily Market Report (07 - 08 - 2025),2025-08-07,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (07 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (07 - 08 - 2025).",,True,c9aa303584a95622834ef4bef4583b15f7dccb811de57f41b407ac98a1718556,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-08-2025_2025-08-08,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-08-2025).pdf,daily-market-report-08-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-08-2025).pdf,research_vault,reports/staged/daily-market-report-08-08-2025.pdf,Daily Market Report (08 - 08 - 2025),2025-08-08,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 08 - 2025).",,True,bbf6cfb3859f8c27619e1db5377e5ba5eb0adec84b01803262f5d338a434818c,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-12-2025_2025-08-12,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-12-2025).pdf,daily-market-report-08-12-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-12-2025).pdf,research_vault,reports/staged/daily-market-report-08-12-2025.pdf,Daily Market Report (08 - 12 - 2025),2025-08-12,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 12 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 12 - 2025).",,True,699ba8cee95f2fdfb8d7840992bb0db7288f72dc20c6568fbf00844509300a91,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-13-2025_2025-08-13,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-13-2025).pdf,daily-market-report-08-13-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-13-2025).pdf,research_vault,reports/staged/daily-market-report-08-13-2025.pdf,Daily Market Report (08 - 13 - 2025),2025-08-13,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 13 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 13 - 2025).",,True,a52b616d4d1ad74de9bb9c0e3b8cf114cb68109c1281a2a8799ef8e10bc60594,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-14-2025_2025-08-14,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-14-2025).pdf,daily-market-report-08-14-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-14-2025).pdf,research_vault,reports/staged/daily-market-report-08-14-2025.pdf,Daily Market Report (08 - 14 - 2025),2025-08-14,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 14 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 14 - 2025).",,True,1d8882b7c98900a884780446505974bd13c56a738be1637c1ee3b4e54aac4f7e,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-15-2025_2025-08-15,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-15-2025).pdf,daily-market-report-08-15-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-15-2025).pdf,research_vault,reports/staged/daily-market-report-08-15-2025.pdf,Daily Market Report (08 - 15 - 2025),2025-08-15,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 15 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 15 - 2025).",,True,42fd135b2a98315ca3d4f50c339a71767a4a266ea924ad93a500291ea8b97944,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-18-2025_2025-08-18,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-18-2025).pdf,daily-market-report-08-18-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-18-2025).pdf,research_vault,reports/staged/daily-market-report-08-18-2025.pdf,Daily Market Report (08 - 18 - 2025),2025-08-18,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 18 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 18 - 2025).",,True,1271f3f53a40af9757853a29c5f8aedce4aa032d8b33d35cbf5619d2735dc9ec,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-20-2025_2025-08-20,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-20-2025).pdf,daily-market-report-08-20-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-20-2025).pdf,research_vault,reports/staged/daily-market-report-08-20-2025.pdf,Daily Market Report (08 - 20 - 2025),2025-08-20,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 20 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 20 - 2025).",,True,1c64fedf47550e051a3bf33f700b493afaa04c5ac51e4e0b1546952846ff6eed,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-21-2025_2025-08-21,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-21-2025).pdf,daily-market-report-08-21-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-21-2025).pdf,research_vault,reports/staged/daily-market-report-08-21-2025.pdf,Daily Market Report (08 - 21 - 2025),2025-08-21,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 21 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 21 - 2025).",,True,1618d669e488d4a5d449ee6c7a2daf6b6902f7b2e1c3475c28b930779ba0b265,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-22-2025_2025-08-22,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-22-2025).pdf,daily-market-report-08-22-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-22-2025).pdf,research_vault,reports/staged/daily-market-report-08-22-2025.pdf,Daily Market Report (08 - 22 - 2025),2025-08-22,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 22 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 22 - 2025).",,True,5ec6e73ca9d5826df4ebe331961f0e6c83620ba07863c38eb47cca860a3308bb,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-25-2025_2025-08-25,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-25-2025).pdf,daily-market-report-08-25-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-25-2025).pdf,research_vault,reports/staged/daily-market-report-08-25-2025.pdf,Daily Market Report (08 - 25 - 2025),2025-08-25,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 25 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 25 - 2025).",,True,b947edc08fc8d35f9327d4842e4f789082ba8921c01681223154d5834134038e,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-26-2025_2025-08-26,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-26-2025).pdf,daily-market-report-08-26-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-26-2025).pdf,research_vault,reports/staged/daily-market-report-08-26-2025.pdf,Daily Market Report (08 - 26 - 2025),2025-08-26,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 26 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 26 - 2025).",,True,2523cf00d48e5d8a297a75ad8da265047e2fb9dc11e0f0a7a474ecd6c7bf2744,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-27-2025_2025-08-27,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-27-2025).pdf,daily-market-report-08-27-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-27-2025).pdf,research_vault,reports/staged/daily-market-report-08-27-2025.pdf,Daily Market Report (08 - 27 - 2025),2025-08-27,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 27 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 27 - 2025).",,True,34c67cd9f2b2f610bc568e845f58456d765c3f2498bbb54a0690a32f3a77a605,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
